cid,drug_name,smiles,molecular_formula,molecular_weight
9537,"Heptanonitrile, 7-fluoro-",C(CCCF)CCC#N,C7H12FN,129.18
9538,"2-Decanone, 10-fluoro-",CC(=O)CCCCCCCCF,C10H19FO,174.26
9539,Spermidine trihydrochloride,C(CCNCCCN)CN.Cl.Cl.Cl,C7H22Cl3N3,254.6
9540,"Isothiocyanic acid, 6-fluorohexyl ester",C(CCCF)CCN=C=S,C7H12FNS,161.24
9541,1-Fluorodecane,CCCCCCCCCCF,C10H21F,160.27
9542,10-Fluoro-capric acid,C(CCCCC(=O)O)CCCCF,C10H19FO2,190.25
9543,"Decane, 1-bromo-10-fluoro-",C(CCCCCBr)CCCCF,C10H20BrF,239.17
9544,"Decane, 1-chloro-10-fluoro-",C(CCCCCCl)CCCCF,C10H20ClF,194.72
9545,"Decane, 1,10-difluoro-",C(CCCCCF)CCCCF,C10H20F2,178.26
9546,"Decanol, 10-fluoro-",C(CCCCCF)CCCCO,C10H21FO,176.27
9547,"Decanal, 10-fluoro-",CCCCCCCCCC(=O)F,C10H19FO,174.26
9548,1-Fluorododecane,CCCCCCCCCCCCF,C12H25F,188.32
9549,,C(CCCCCC#S)CCCCCF,C12H23FS,218.38
9550,Diazomethane,C=[N+]=[N-],CH2N2,42.040
9551,Trifluoronitromethane,C([N+](=O)[O-])(F)(F)F,CF3NO2,115.011
9552,"1,1,2,2,3,3,4,4,5,5,6-Undecafluoro-6-(1,1,2,2,2-pentafluoroethyl)cyclohexane",C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)F,C8F16,400.06
9553,Perfluoroheptane,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C7F16,388.05
9554,Perfluorooctanoic acid,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C8HF15O2,414.07
9555,Perfluorodecanoic acid,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,C10HF19O2,514.08
9556,Heptafluorobutyranilide,C1=CC=C(C=C1)NC(=O)C(C(C(F)(F)F)(F)F)(F)F,C10H6F7NO,289.15
9557,,CCCC(C)C1(C(=NC(=NC1=O)S)[O-])CC=C.[Na+],C12H17N2NaO2S,276.33
9558,Tetrapropylammonium tetrafluoroborate,[B-](F)(F)(F)F.CCC[N+](CCC)(CCC)CCC,C12H28BF4N,273.16
9559,Tetrapropylammonium,CCC[N+](CCC)(CCC)CCC,C12H28N+,186.36
9560,Mevinphos,CC(=CC(=O)OC)OP(=O)(OC)OC,C7H13O6P,224.15
9561,"2,3-Dichloro-1,1,1-trifluoropropane",C(C(C(F)(F)F)Cl)Cl,C3H3Cl2F3,166.95
9562,"(9R,11S)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",CC12CC(C3(C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC43C)F)O,C21H27FO5,378.4
9563,"[2-[(9R,11S)-9-fluoro-11,17-dihydroxy-10,13-dimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate",CC(=O)OCC(=O)C1(CCC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)O,C23H29FO6,420.5
9564,Carbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,C11H17N3O3S,271.34
9565,Glymidine,COCCOC1=CN=C(N=C1)NS(=O)(=O)C2=CC=CC=C2,C13H15N3O4S,309.34
9566,"Ether, 2-fluoroethyl (1,2,2,2-tetrachloro)ethyl",C(CF)OC(C(Cl)(Cl)Cl)Cl,C4H5Cl4FO,229.9
9567,Mecloqualone,CC1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3Cl,C15H11ClN2O,270.71
9568,Orphenadrine Hydrochloride,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.Cl,C18H24ClNO,305.8
9569,H-Krppgfspfr-OH,C1CC(N(C1)C(=O)C2CCCN2C(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)N)C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CO)C(=O)N4CCCC4C(=O)NC(CC5=CC=CC=C5)C(=O)NC(CCCN=C(N)N)C(=O)O,C56H85N17O12,1188.4
9570,6-Methylmercaptopurine Riboside,CSC1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)O)O,C11H14N4O4S,298.32
9571,"D,L-Sarcolysin",C1=CC=C(C(=C1)CC(C(=O)O)N)N(CCCl)CCCl,C13H18Cl2N2O2,305.20
9572,,CC1=C2C(=C3C=CC(=CC3=N2)OC)C=CN1.Cl,C13H13ClN2O,248.71
9573,"Carbamic acid, N-(alpha-naphthyl)-, 2-fluoroethyl ester",C1=CC=C2C(=C1)C=CC=C2NC(=O)OCCF,C13H12FNO2,233.24
9574,"N,N-Dimethyl-p-(2,4,6-trifluorophenylazo)aniline",CN(C)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2F)F)F,C14H12F3N3,279.26
9575,7-fluoro-N-2-acetylaminofluorene,CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)F,C15H12FNO,241.26
9576,5-Fluorogramine,CN(C)CC1=CNC2=C1C=C(C=C2)F,C11H13FN2,192.23
9577,"5-Fluorotryptophan, DL-",C1=CC2=C(C=C1F)C(=CN2)CC(C(=O)O)N,C11H11FN2O2,222.22
9578,Bromopentafluorobenzene,C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C6BrF5,246.96
9579,Chloropentafluorobenzene,C1(=C(C(=C(C(=C1F)F)Cl)F)F)F,C6ClF5,202.51
9580,"Benzene, 1-(chloromethyl)-2-fluoro-",C1=CC=C(C(=C1)CCl)F,C7H6ClF,144.57
9581,Pseudoephedrine Hydrochloride,CC(C(C1=CC=CC=C1)O)NC.Cl,C10H16ClNO,201.69
9582,"4,4'-Difluorobenzophenone",C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)F)F,C13H8F2O,218.20
9583,1-Chloro-2-fluorobenzene,C1=CC=C(C(=C1)F)Cl,C6H4ClF,130.55
9584,2-Fluoroaniline,C1=CC=C(C(=C1)N)F,C6H6FN,111.12
9585,2-(Ethylamino)-1-(3-fluorophenyl)ethan-1-ol--hydrogen bromide (1/1),CCNCC(C1=CC(=CC=C1)F)O.Br,C10H15BrFNO,264.13
9586,2-(Ethylamino)-1-(3-fluorophenyl)ethanol,CCNCC(C1=CC(=CC=C1)F)O,C10H14FNO,183.22
9587,"N,N-Dimethyl-p-(2,5-difluorophenylazo)aniline",CN(C)C1=CC=C(C=C1)N=NC2=C(C=CC(=C2)F)F,C14H13F2N3,261.27
9588,4-Fluorobenzenesulfonyl chloride,C1=CC(=CC=C1F)S(=O)(=O)Cl,C6H4ClFO2S,194.61
9589,3-Acetylpyridine,CC(=O)C1=CN=CC=C1,C7H7NO,121.14
9590,p-Fluoronitrobenzene,C1=CC(=CC=C1[N+](=O)[O-])F,C6H4FNO2,141.10
9591,Benzyl fluoride,C1=CC=C(C=C1)CF,C7H7F,110.13
9592,"p-((3,5-Difluorophenyl)azo)-N,N-dimethylaniline",CN(C)C1=CC=C(C=C1)N=NC2=CC(=CC(=C2)F)F,C14H13F2N3,261.27
9593,"Acetamide, N-(4-bromophenyl)-2-fluoro-",C1=CC(=CC=C1NC(=O)CF)Br,C8H7BrFNO,232.05
9594,N-(3-Fluorophenyl)acetamide,CC(=O)NC1=CC(=CC=C1)F,C8H8FNO,153.15
9595,"Acetamide, N-(3-(trifluoromethyl)phenyl)-",CC(=O)NC1=CC=CC(=C1)C(F)(F)F,C9H8F3NO,203.16
9596,"Aniline, N-(2,2,2-trifluoroethyl)-",C1=CC=C(C=C1)NCC(F)(F)F,C8H8F3N,175.15
9597,"ANILINE, p-((2,4-DIFLUOROPHENYL)AZO)-N,N-DIMETHYL-",CN(C)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)F)F,C14H13F2N3,261.27
9598,"N,N-Dimethyl-p-(3,4-difluorophenylazo)aniline",CN(C)C1=CC=C(C=C1)N=NC2=CC(=C(C=C2)F)F,C14H13F2N3,261.27
9599,2-(Diethylamino)ethyl (4-fluorophenoxy)acetate--hydrogen chloride (1/1),CCN(CC)CCOC(=O)COC1=CC=C(C=C1)F.Cl,C14H21ClFNO3,305.77
9600,2-(Diethylamino)ethyl (4-fluorophenoxy)acetate,CCN(CC)CCOC(=O)COC1=CC=C(C=C1)F,C14H20FNO3,269.31
9601,N-(4-fluorophenyl)acetamide,CC(=O)NC1=CC=C(C=C1)F,C8H8FNO,153.15
9602,4-Fluorobenzyl chloride,C1=CC(=CC=C1CCl)F,C7H6ClF,144.57
9603,p-Fluorotoluene,CC1=CC=C(C=C1)F,C7H7F,110.13
9604,"Benzene, 1-chloro-4-fluoro-",C1=CC(=CC=C1F)Cl,C6H4ClF,130.55
9605,4-Fluoroiodobenzene,C1=CC(=CC=C1F)I,C6H4FI,222.00
9606,m-Fluorotoluene,CC1=CC(=CC=C1)F,C7H7F,110.13
9607,"Dodecanoic acid, 12-fluoro-3-oxo-, ethyl ester",CCOC(=O)CC(=O)CCCCCCCCCF,C14H25FO3,260.34
9608,"2,2,2-Trifluoroethyl methacrylate",CC(=C)C(=O)OCC(F)(F)F,C6H7F3O2,168.11
9609,Ethyl sulfide,CCSCC,C4H10S,90.19
9610,CID 9610,C(CN)C#N.C(=CC(=O)O)C(=O)O,C7H10N2O4,186.17
9611,"Decanoic acid, 10-fluoro-, ethyl ester",CCOC(=O)CCCCCCCCCF,C12H23FO2,218.31
9612,"1-Heptyne, 7-fluoro-",C#CCCCCCF,C7H11F,114.16
9613,1-Fluoro-4-isocyanatobutane,C(CCF)CN=C=O,C5H8FNO,117.12
9614,"Heptylamine, 7-fluoro-",C(CCCN)CCCF,C7H16FN,133.21
9615,"Ether, 6-fluorohexyl methyl",COCCCCCCF,C7H15FO,134.19
9616,8-Fluorooctanoic acid,C(CCCC(=O)O)CCCF,C8H15FO2,162.20
9617,"Dodecane, 1-bromo-12-fluoro-",C(CCCCCCBr)CCCCCF,C12H24BrF,267.22
9618,"Dodecane, 1,12-difluoro-",C(CCCCCCF)CCCCCF,C12H24F2,206.32
9619,"Dodecanol, 12-fluoro-",C(CCCCCCF)CCCCCO,C12H25FO,204.32
9620,Fluoroethane,CCF,C2H5F,48.06
9621,"Boron,trifluoro[oxybis[methane]]-, (T-4)-",B(F)(F)F.COC,C2H6BF3O,113.88
9622,Carbonyl chloride fluoride,C(=O)(F)Cl,CClFO,82.46
9623,Carbonyl fluoride,C(=O)(F)F,CF2O,66.007
9624,Bromodichlorofluoromethane,C(F)(Cl)(Cl)Br,CBrCl2F,181.82
9625,Bromochlorodifluoromethane,C(F)(F)(Cl)Br,CBrClF2,165.36
9626,"Propane, 2-fluoro-2-methyl-",CC(C)(C)F,C4H9F,76.11
9627,"Silane, difluorodimethyl-",C[Si](C)(F)F,C2H6F2Si,96.15
9628,"1-Bromo-2-chloro-1,1,2-trifluoroethane",C(C(F)(F)Br)(F)Cl,C2HBrClF3,197.38
9629,"2,2,2-Trichloroacetyl fluoride",C(=O)(C(Cl)(Cl)Cl)F,C2Cl3FO,165.37
9630,"1,1-Difluoro-1,2,2-trichloroethane",C(C(F)(F)Cl)(Cl)Cl,C2HCl3F2,169.38
9631,"1,2-Dichloro-1,1,2-trifluoroethane",C(C(F)(F)Cl)(F)Cl,C2HCl2F3,152.93
9632,"1-Chloro-1,1,2,2-tetrafluoroethane",C(C(F)(F)Cl)(F)F,C2HClF4,136.47
9633,Pentafluoroethane,C(C(F)(F)F)(F)F,C2HF5,120.02
9634,"1,2-Dibromo-1-chloro-1,2,2-trifluoroethane",C(C(F)(Cl)Br)(F)(F)Br,C2Br2ClF3,276.28
9635,"1,1,1-Trichloro-2,2,2-trifluoroethane",C(C(Cl)(Cl)Cl)(F)(F)F,C2Cl3F3,187.37
9636,Iodopentafluoroethane,C(C(F)(F)I)(F)(F)F,C2F5I,245.92
9637,Perfluoro(methylcyclohexane),C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)F,C7F14,350.05
9638,Perfluorobutane,C(C(C(F)(F)F)(F)F)(C(F)(F)F)(F)F,C4F10,238.03
9639,Perfluorohexane,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,C6F14,338.04
9640,Perfluorocyclohexane,C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C6F12,300.04
9641,"2,2,3,3,4,4,5,5-Octafluoro-1-pentanol",C(C(C(C(C(F)F)(F)F)(F)F)(F)F)O,C5H4F8O,232.07
9642,Fluocinonide,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C,C26H32F2O7,494.5
9643,"1,2-Dichlorohexafluorocyclobutane",C1(C(C(C1(F)Cl)(F)Cl)(F)F)(F)F,C4Cl2F6,232.94
9644,"Butanoic acid, 2,2,3,3,4,4,4-heptafluoro-, ethyl ester",CCOC(=O)C(C(C(F)(F)F)(F)F)(F)F,C6H5F7O2,242.09
9645,"(4S,4aS,7aR,12bS)-4a,9-dihydroxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one;hydrochloride",CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O.Cl,C17H20ClNO4,337.8
9646,"(4S,4aS,7aR,12bS)-4a,9-dihydroxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,C17H19NO4,301.34
9647,"9-Fluoro-11-hydroxyandrost-4-ene-3,17-dione",CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4=O)C)O)F,C19H25FO3,320.4
9648,Racemoramide,CC(CN1CCOCC1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N4CCCC4,C25H32N2O2,392.5
9649,"(4aR,5aS,8aR,15bR)-10,11-dimethoxy-4a,5,5a,7,8,13a,15,15a,15b,16-decahydro-2H-4,6-methanoindolo[3,2,1-ij]oxepino[2,3,4-de]pyrrolo[2,3-h]quinoline-14-one",COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC,C23H26N2O4,394.5
9650,Phetharbital,CCC1(C(=O)NC(=O)N(C1=O)C2=CC=CC=C2)CC,C14H16N2O3,260.29
9651,(-)-Galantamine,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,C17H21NO3,287.35
9652,"3-Hydroxy-N,N,N-trimethyl-3-phenyl-3-(thiophen-2-yl)propan-1-aminium iodide",C[N+](C)(C)CCC(C1=CC=CC=C1)(C2=CC=CS2)O.[I-],C16H22INOS,403.3
9653,(3-Hydroxy-3-phenyl-3-thiophen-2-ylpropyl)-trimethylazanium,C[N+](C)(C)CCC(C1=CC=CC=C1)(C2=CC=CS2)O,C16H22NOS+,276.4
9654,"Ammonium, ((2-(p-chlorophenyl)-2-hydroxycyclohexyl)methyl)trimethyl-, iodide",C[N+](C)(C)CC1CCCCC1(C2=CC=C(C=C2)Cl)O.[I-],C16H25ClINO,409.73
9655,[2-(4-Chlorophenyl)-2-hydroxycyclohexyl]methyl-trimethylazanium,C[N+](C)(C)CC1CCCCC1(C2=CC=C(C=C2)Cl)O,C16H25ClNO+,282.83
9656,[3-Hydroxy-3-(4-methoxyphenyl)hex-4-enyl]-trimethylazanium iodide,CC=CC(CC[N+](C)(C)C)(C1=CC=C(C=C1)OC)O.[I-],C16H26INO2,391.29
9657,[3-Hydroxy-3-(4-methoxyphenyl)hex-4-enyl]-trimethylazanium,CC=CC(CC[N+](C)(C)C)(C1=CC=C(C=C1)OC)O,C16H26NO2+,264.38
9658,Perfluoroethyl ether,C(C(F)(F)F)(OC(C(F)(F)F)(F)F)(F)F,C4F10O,254.03
9659,"n-Butyl 1,1,2,2-tetrafluoroethyl ether",CCCCOC(C(F)F)(F)F,C6H10F4O,174.14
9660,Triethylfluorosilane,CC[Si](CC)(CC)F,C6H15FSi,134.27
9661,"Cyclohexanol, 1-(2-propyn-1-yl)-, 1-carbamate",C#CCC1(CCCCC1)OC(=O)N,C10H15NO2,181.23
9662,"1-Chloro-1,2-difluoroethene",C(=C(F)Cl)F,C2HClF2,98.48
9663,Fluoroacetyl chloride,C(C(=O)Cl)F,C2H2ClFO,96.49
9664,"Ethene, 2-chloro-1,1-difluoro-",C(=C(F)F)Cl,C2HClF2,98.48
9665,Trifluoroethylene,C(=C(F)F)F,C2HF3,82.02
9666,"1,1,2-Trichloro-2-fluoroethane",C(C(Cl)Cl)(F)Cl,C2H2Cl3F,151.39
9667,"1,1,2,2-Tetrafluoroethane",C(C(F)F)(F)F,C2H2F4,102.03
9668,Ethanedioyl difluoride,C(=O)(C(=O)F)F,C2F2O2,94.02
9669,Rel-Pentazocine,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,C19H27NO,285.4
9670,(3-(p-Fluorophenyl)-3-hydroxy-5-hexenyl)trimethylammonium iodide,C[N+](C)(C)CCC(CC=C)(C1=CC=C(C=C1)F)O.[I-],C15H23FINO,379.25
9671,[3-(4-Fluorophenyl)-3-hydroxyhex-5-enyl]-trimethylazanium,C[N+](C)(C)CCC(CC=C)(C1=CC=C(C=C1)F)O,C15H23FNO+,252.35
9672,"1,3,3,3-Tetrafluoro-1-methoxy-2-(trifluoromethyl)-1-propene",COC(=C(C(F)(F)F)C(F)(F)F)F,C5H3F7O,212.07
9673,"Methyl 2-(Trifluoromethyl)-3,3,3-trifluoropropionate",COC(=O)C(C(F)(F)F)C(F)(F)F,C5H4F6O2,210.07
9674,"1-Ethoxy-1,3,3,3-tetrafluoro-2-(trifluoromethyl)-1-propene",CCOC(=C(C(F)(F)F)C(F)(F)F)F,C6H5F7O,226.09
9675,"2-[4-[(3R,5R,10R,12S,13R)-3,12-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentylamino]acetic acid",CC(CCCNCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,C26H45NO4,435.6
9676,Androisoxazole,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=CON=C5C4)C,C21H31NO2,329.5
9677,Nandrolone Decanoate,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C,C28H44O3,428.6
9678,"1,1,1,2,3,4,4,4-Octafluorobut-2-ene",C(=C(C(F)(F)F)F)(C(F)(F)F)F,C4F8,200.03
9679,5-Aminoimidazole-4-carboxamide,C1=NC(=C(N1)C(=O)N)N,C4H6N4O,126.12
9680,,CC(CCC(=O)[O-])C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C.[Na+],C24H39NaO5,430.6
9681,Methysergide,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,C21H27N3O2,353.5
9682,"10H-Phenothiazine-10-propanaminium, 2-chloro-N,N,N-trimethyl-, iodide (1:1)",C[N+](C)(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.[I-],C18H22ClIN2S,460.8
9683,"2-Chloro-N,N,N-trimethyl-10H-phenothiazine-10-propanaminium",C[N+](C)(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,C18H22ClN2S+,333.9
9684,"Estra-1(10),2,4-triene-2,3,17-triol",CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)O)O,C18H24O3,288.4
9685,"Estra-1,3,5(10)-trien-17-one, 2,3-dihydroxy-",CC12CCC3C(C1CCC2=O)CCC4=CC(=C(C=C34)O)O,C18H22O3,286.4
9686,"2-Hydroxyestrone 2-methyl-13C,d3-ether, 2-Methoxy-13C,d3-estrone, 3-Hydroxy-2-methoxy-13C,d3-1,3,5(10)-estratrien-17-one, 2,3-Dihydroxy-1,3,5(10)-estratrien-17-one-2-methyl-13C,d3-ether",CC12CCC3C(C1CCC2=O)CCC4=CC(=C(C=C34)OC)O,C19H24O3,300.4
9687,Bucladesine,CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)C3C(C4C(O3)COP(=O)(O4)O)OC(=O)CCC,C18H24N5O8P,469.4
9688,"Phenyl-1,4-benzoquinone",C1=CC=C(C=C1)C2=CC(=O)C=CC2=O,C12H8O2,184.19
9689,Benhepazone,C1=CC=C(C=C1)CN2C3=CC=CC=CC3=NC2=O,C15H12N2O,236.27
9690,"2-(2,2,2-Trifluoroacetamido)fluorene",C1C2=CC=CC=C2C3=C1C=C(C=C3)NC(=O)C(F)(F)F,C15H10F3NO,277.24
9691,"7-[(1R,2R,3R)-3-hydroxy-2-[(3S)-3-hydroxyoct-1-enyl]-5-oxocyclopentyl]hept-5-enoic acid",CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,C20H32O5,352.5
9692,Kynuramine,C1=CC=C(C(=C1)C(=O)CCN)N,C9H12N2O,164.20
9693,Methylxylocholine,CC1=C(C(=CC=C1)C)OC(C)C[N+](C)(C)C.O.[Cl-],C14H26ClNO2,275.81
9694,"2-(2,6-Dimethylphenoxy)propyl-trimethylazanium",CC1=C(C(=CC=C1)C)OC(C)C[N+](C)(C)C,C14H24NO+,222.35
9695,7-Hydroxy-2-acetamidofluorene,CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)O,C15H13NO2,239.27
9696,Pentafluorobenzene,C1=C(C(=C(C(=C1F)F)F)F)F,C6HF5,168.06
9697,"Aniline, 2,4-difluoro-6-nitro-",C1=C(C=C(C(=C1[N+](=O)[O-])N)F)F,C6H4F2N2O2,174.10
9698,"2,5,7,8-Tetramethyl-2-(5,9,13-trimethyltetradecyl)-3,4-dihydrochromen-6-ol",CC1=C(C2=C(CCC(O2)(C)CCCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,C30H52O2,444.7
9699,"Acetamide, N,N-diethyl-alpha-fluoro-",CCN(CC)C(=O)CF,C6H12FNO,133.16
9700,5'-Thymidylic acid,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)O,C10H15N2O8P,322.21
9701,"Benzenemethanol, 4-hydroxy-alpha-(1-(methylamino)ethyl)-",CC(C(C1=CC=C(C=C1)O)O)NC,C10H15NO2,181.23
9702,"N,N,N',N'-Tetramethylbenzidine",CN(C)C1=CC=C(C=C1)C2=CC=C(C=C2)N(C)C,C16H20N2,240.34
9703,Procarbazine Hydrochloride,CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl,C12H20ClN3O,257.76
9704,"N,N'-(Cyclohexane-1,4-diylbis(methylene))bis(1-(2-chlorophenyl)methanamine)--hydrogen chloride (1/2)",C1CC(CCC1CNCC2=CC=CC=C2Cl)CNCC3=CC=CC=C3Cl.Cl.Cl,C22H30Cl4N2,464.3
9705,"N,N'-(Cyclohexane-1,4-diylbis(methylene))bis(1-(2-chlorophenyl)methanamine)",C1CC(CCC1CNCC2=CC=CC=C2Cl)CNCC3=CC=CC=C3Cl,C22H28Cl2N2,391.4
9706,"1,2-Difluorobenzene",C1=CC=C(C(=C1)F)F,C6H4F2,114.09
9707,2-Fluorophenol,C1=CC=C(C(=C1)O)F,C6H5FO,112.10
9708,3-Chloro-4-fluoroaniline,C1=CC(=C(C=C1N)Cl)F,C6H5ClFN,145.56
9709,"2,4-Difluoroaniline",C1=CC(=C(C=C1F)F)N,C6H5F2N,129.11
9710,,C(C(=O)[O-])S.[Na+],C2H3NaO2S,114.10
9711,"(2R,3R,4S,5R,6R)-2-(hydroxymethyl)-6-propan-2-ylsulfanyloxane-3,4,5-triol",CC(C)SC1C(C(C(C(O1)CO)O)O)O,C9H18O5S,238.30
9712,(Trifluorosilyl)benzene,C1=CC=C(C=C1)[Si](F)(F)F,C6H5F3Si,162.18
9713,"2,4-Difluoro-6-(trifluoromethyl)-S-triazine",C1(=NC(=NC(=N1)F)F)C(F)(F)F,C4F5N3,185.05
9714,"N-Phenyl-6-trifluoromethyl-[1,3,5]triazine-2,4-diamine",C1=CC=C(C=C1)NC2=NC(=NC(=N2)N)C(F)(F)F,C10H8F3N5,255.20
9715,"2,4,6-Tris(trifluoromethyl)-1,3,5-triazine",C1(=NC(=NC(=N1)C(F)(F)F)C(F)(F)F)C(F)(F)F,C6F9N3,285.07
9716,"Arsine, difluorophenyl-",C1=CC=C(C=C1)[As](F)F,C6H5AsF2,190.02
9717,"Benzenediazonium, hexafluorophosphate(1-) (1:1)",C1=CC=C(C=C1)[N+]#N.F[P-](F)(F)(F)(F)F,C6H5F6N2P,250.08
9718,Benzenediazonium,C1=CC=C(C=C1)[N+]#N,C6H5N2+,105.12
9719,Halocarban,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)Cl,C14H9Cl2F3N2O,349.1
9720,N-(4-Nitrophenyl)-3-(trifluoromethyl)benzenamine,C1=CC(=CC(=C1)NC2=CC=C(C=C2)[N+](=O)[O-])C(F)(F)F,C13H9F3N2O2,282.22
9721,"Acetic acid, fluorothio-, S-phenyl ester",C1=CC=C(C=C1)SC(=O)CF,C8H7FOS,170.21
9722,"2,2,2-trifluoroethyl N-phenylcarbamate",C1=CC=C(C=C1)NC(=O)OCC(F)(F)F,C9H8F3NO2,219.16
9723,Cuprizone,C1CCC(=NNC(=O)C(=O)NN=C2CCCCC2)CC1,C14H22N4O2,278.35
9724,"Ethanaminium, N,N,N-trimethyl-2-phenoxy-, bromide (1:1)",C[N+](C)(C)CCOC1=CC=CC=C1.[Br-],C11H18BrNO,260.17
9725,Trimethyl(2-Phenoxyethyl)Azanium,C[N+](C)(C)CCOC1=CC=CC=C1,C11H18NO+,180.27
9726,"Acetanilide, 2-fluoro-4'-nitro-",C1=CC(=CC=C1NC(=O)CF)[N+](=O)[O-],C8H7FN2O3,198.15
9727,N-Methyltyramine,CNCCC1=CC=C(C=C1)O,C9H13NO,151.21
9728,Ethyl 4-fluorobut-2-enoate,CCOC(=O)C=CCF,C6H9FO2,132.13
9729,"Butanoic acid, 4-fluoro-, 2-chloroethyl ester",C(CC(=O)OCCCl)CF,C6H10ClFO2,168.59
9730,"Butyric acid, 4-fluoro-, 2-fluoroethyl ester",C(CC(=O)OCCF)CF,C6H10F2O2,152.14
9731,4-Fluoroaniline,C1=CC(=CC=C1N)F,C6H6FN,111.12
9732,4-Fluorophenol,C1=CC(=CC=C1O)F,C6H5FO,112.10
9733,"Acetamide, 2-fluoro-N-isobutyl-",CC(C)CNC(=O)CF,C6H12FNO,133.16
9734,Disodium 2-butenedioate,C(=CC(=O)[O-])C(=O)[O-].[Na+].[Na+],C4H2Na2O4,160.04
9735,,C(CCC(=O)[O-])CCF.[Na+],C6H10FNaO2,156.13
9736,6-Fluorohexanoic acid,C(CCC(=O)O)CCF,C6H11FO2,134.15
9737,2-Fluoroethanol,C(CF)O,C2H5FO,64.06
9738,Mipafox,CC(C)NP(=O)(NC(C)C)F,C6H16FN2OP,182.18
9739,"Butanesulfonyl chloride, 4-fluoro-",C(CCS(=O)(=O)Cl)CF,C4H8ClFO2S,174.62
